event_id,event_date,entity_id,source_system,event_type,severity,owner_team,impacted_metric,records_impacted,note
EVT00691,2026-04-01,ENT019,CRM,definition_change,Medium,Quality,backlog_age,14372,industrial portfolio margin signal 691
EVT00692,2026-04-02,ENT020,Support notes,definition_change,Critical,Sales,gross_margin,43341,industrial portfolio margin signal 692
EVT00693,2026-04-03,ENT021,Data warehouse,qa_failure,High,Sales,metric_certification,61190,industrial portfolio margin signal 693
EVT00694,2026-04-04,ENT022,ERP,stakeholder_request,Low,Operations,metric_certification,9528,industrial portfolio margin signal 694
EVT00695,2026-04-05,ENT023,CRM,stakeholder_request,Low,Product,backlog_age,360,industrial portfolio margin signal 695
EVT00696,2026-04-06,ENT024,Data warehouse,refresh_delay,Low,Supply chain,metric_certification,53598,industrial portfolio margin signal 696
EVT00697,2026-04-07,ENT001,ERP,manual_override,Low,Quality,backlog_age,23020,industrial portfolio margin signal 697
EVT00698,2026-04-08,ENT002,ERP,manual_override,High,Quality,launch_readiness,16764,industrial portfolio margin signal 698
EVT00699,2026-04-09,ENT003,Notebook,definition_change,Medium,Product,launch_readiness,49512,industrial portfolio margin signal 699
EVT00700,2026-04-10,ENT004,Support notes,release_review,High,Quality,gross_margin,27603,industrial portfolio margin signal 700
EVT00701,2026-04-11,ENT005,ERP,stakeholder_request,Medium,Operations,backlog_age,16736,industrial portfolio margin signal 701
EVT00702,2026-04-12,ENT006,Support notes,release_review,Low,Supply chain,automation_savings,60509,industrial portfolio margin signal 702
EVT00703,2026-04-13,ENT007,CRM,stakeholder_request,Low,Analytics,qa_defect_rate,20561,industrial portfolio margin signal 703
EVT00704,2026-04-14,ENT008,Data warehouse,refresh_delay,Critical,Supply chain,launch_readiness,40120,industrial portfolio margin signal 704
EVT00705,2026-04-15,ENT009,Support notes,definition_change,Medium,Supply chain,qa_defect_rate,41163,industrial portfolio margin signal 705
EVT00706,2026-04-16,ENT010,CRM,automation_run,High,Product,automation_savings,41430,industrial portfolio margin signal 706
EVT00707,2026-04-17,ENT011,Notebook,manual_override,High,Operations,gross_margin,48275,industrial portfolio margin signal 707
EVT00708,2026-04-18,ENT012,ERP,release_review,Critical,Quality,qa_defect_rate,26849,industrial portfolio margin signal 708
EVT00709,2026-04-19,ENT013,ERP,qa_failure,Medium,Quality,qa_defect_rate,59283,industrial portfolio margin signal 709
EVT00710,2026-04-20,ENT014,Support notes,definition_change,Medium,Quality,gross_margin,2376,industrial portfolio margin signal 710
EVT00711,2026-04-21,ENT015,CRM,refresh_delay,High,Analytics,qa_defect_rate,48499,industrial portfolio margin signal 711
EVT00712,2026-04-22,ENT016,CRM,release_review,Critical,Quality,qa_defect_rate,3159,industrial portfolio margin signal 712
EVT00713,2026-04-23,ENT017,Sigma workbook,manual_override,Critical,Operations,metric_certification,55251,industrial portfolio margin signal 713
EVT00714,2026-04-24,ENT018,ERP,qa_failure,Medium,Analytics,metric_certification,15934,industrial portfolio margin signal 714
EVT00715,2026-04-25,ENT019,Support notes,stakeholder_request,High,Product,automation_savings,48247,industrial portfolio margin signal 715
EVT00716,2026-04-26,ENT020,ERP,qa_failure,Critical,Sales,automation_savings,23291,industrial portfolio margin signal 716
EVT00717,2026-04-27,ENT021,Notebook,refresh_delay,High,Analytics,automation_savings,48796,industrial portfolio margin signal 717
EVT00718,2026-04-28,ENT022,Notebook,definition_change,Critical,Quality,launch_readiness,60354,industrial portfolio margin signal 718
EVT00719,2026-04-29,ENT023,ERP,refresh_delay,Low,Analytics,metric_certification,39357,industrial portfolio margin signal 719
EVT00720,2026-04-30,ENT024,Data warehouse,definition_change,Medium,Sales,automation_savings,4001,industrial portfolio margin signal 720
